Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),THERMAL ZONE 1:Zone People Occupant Count [](Hourly),THERMAL ZONE 1:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),THERMAL ZONE 1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer Clothes Not Comfortable Time [hr](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly) 
 07/04  21:00:00,21.158333333333335,0.0,0.0,0.0,21.114835718276044,25.0,0.0,0.0 
 07/04  22:00:00,18.858333333333334,0.0,0.0,0.0,20.934851510563522,25.0,0.0,0.0 
 07/04  23:00:00,16.908333333333335,0.0,0.0,0.0,20.76922302270988,25.0,0.0,0.0 
 07/04  24:00:00,15.5,0.0,0.0,0.0,20.5927707069516,25.0,0.0,0.0 
 07/05  01:00:00,14.591666666666669,0.0,0.0,0.0,20.397404556762773,26.0,0.0,0.0 
 07/05  02:00:00,14.533333333333333,0.0,0.0,0.0,20.19624888487869,26.0,0.0,0.0 
 07/05  03:00:00,14.35,0.0,0.0,0.0,19.994474701743744,26.0,0.0,0.0 
 07/05  04:00:00,13.866666666666667,0.0,0.0,0.0,19.77578941646654,26.0,0.0,0.0 
 07/05  05:00:00,13.291666666666666,5.333333333333333,27.499999999999996,0.0,19.542431162223256,26.0,0.0,0.0 
 07/05  06:00:00,12.708333333333334,36.166666666666664,189.41666666666666,0.0,19.379889076310157,26.0,0.0,0.0 
 07/05  07:00:00,13.375,75.74999999999999,392.5833333333333,0.0,19.27588397295976,26.0,0.0,0.0 
 07/05  08:00:00,15.049999999999999,109.91666666666667,504.6666666666667,0.0,19.313160081230127,26.0,0.0,0.0 
 07/05  09:00:00,18.25,130.16666666666666,576.5833333333334,0.0,19.463429097987966,21.0,0.0,0.0 
 07/05  10:00:00,21.575000000000003,158.0,576.0,0.0,19.68980559885257,21.0,0.0,0.0 
 07/05  11:00:00,22.349999999999998,212.75,472.9166666666667,0.0,19.916242134492013,21.5,0.0,0.0 
 07/05  12:00:00,23.558333333333337,257.0,349.5,3.0,20.150973986572975,21.5,0.9999999999999999,0.0 
 07/05  13:00:00,24.36666666666667,264.5,300.0833333333333,3.0,19.998767551179284,20.0,0.9999999999999999,90.48768227671296 
 07/05  14:00:00,24.083333333333332,274.3333333333333,256.0833333333333,3.0,19.999999999994422,20.0,0.9999999999999999,105.79803655777886 
 07/05  15:00:00,24.524999999999995,276.5833333333333,253.66666666666666,3.0,20.0,20.0,0.9999999999999999,141.90948837060742 
 07/05  16:00:00,25.716666666666665,226.16666666666666,357.5,3.0,20.0,20.0,0.9999999999999999,178.45675965446276 
 07/05  17:00:00,25.891666666666666,149.66666666666666,459.1666666666667,3.0,20.0,20.0,0.9999999999999999,227.97090331472495 
 07/05  18:00:00,25.191666666666663,96.16666666666667,522.25,0.0,20.0,20.0,0.0,308.91805420794645 
 07/05  19:00:00,25.016666666666666,65.75,412.25,0.0,21.413583489507023,25.0,0.0,0.0 
 07/05  20:00:00,24.808333333333337,30.416666666666668,40.83333333333332,0.0,21.86524420387521,25.0,0.0,0.0 
 07/05  21:00:00,23.724999999999998,0.0,0.0,0.0,21.63175492633968,25.0,0.0,0.0 
 07/05  22:00:00,21.0,0.0,0.0,0.0,21.46880567967673,25.0,0.0,0.0 
 07/05  23:00:00,18.45,0.0,0.0,0.0,21.29546739907398,25.0,0.0,0.0 
 07/05  24:00:00,17.116666666666667,0.0,0.0,0.0,21.117211547204125,25.0,0.0,0.0 
 07/06  01:00:00,16.291666666666668,0.0,0.0,0.0,20.923421148824712,26.0,0.0,0.0 
 07/06  02:00:00,15.591666666666667,0.0,0.0,0.0,20.707793099236238,26.0,0.0,0.0 
 07/06  03:00:00,15.125,0.0,0.0,0.0,20.47573307220979,26.0,0.0,0.0 
 07/06  04:00:00,14.825000000000001,0.0,0.0,0.0,20.237008653033197,26.0,0.0,0.0 
 07/06  05:00:00,14.525,5.333333333333333,29.999999999999996,0.0,20.007450014010455,26.0,0.0,0.0 
 07/06  06:00:00,14.283333333333333,35.166666666666664,210.5,0.0,19.865620955415817,26.0,0.0,0.0 
 07/06  07:00:00,14.9,68.75,453.75,0.0,19.765222298179857,26.0,0.0,0.0 
 07/06  08:00:00,16.508333333333333,96.0,597.0833333333334,0.0,19.78808690302967,26.0,0.0,0.0 
 07/06  09:00:00,19.633333333333333,115.0,687.4166666666666,0.0,19.939721406873574,21.0,0.0,0.0 
 07/06  10:00:00,23.28333333333333,125.33333333333333,755.25,0.0,20.184040122015247,21.0,0.0,0.0 
 07/06  11:00:00,25.166666666666668,132.41666666666666,796.4166666666666,0.0,20.44687266233805,21.5,0.0,0.0 
 07/06  12:00:00,25.733333333333334,142.83333333333334,798.1666666666666,3.0,20.700903430665957,21.5,0.9999999999999999,0.0 
 07/06  13:00:00,26.191666666666666,177.5,692.8333333333334,3.0,19.926833147191633,20.0,0.9999999999999999,192.11153266017266 
 07/06  14:00:00,27.21666666666667,230.41666666666666,489.5833333333333,3.0,19.999999998223053,20.0,0.9999999999999999,199.69188953499827 
 07/06  15:00:00,28.09166666666667,246.91666666666666,371.0,3.0,20.0,20.0,0.9999999999999999,242.39175037062589 
 07/06  16:00:00,28.066666666666666,198.91666666666666,438.6666666666667,3.0,20.0,20.0,0.9999999999999999,279.3185776066974 
 07/06  17:00:00,27.958333333333332,141.41666666666666,511.9166666666667,3.0,20.0,20.0,0.9999999999999999,339.4314524277581 
 07/06  18:00:00,27.766666666666666,103.75,484.75,0.0,20.0,20.0,0.0,432.1184470926153 
 07/06  19:00:00,27.308333333333334,67.08333333333333,358.4166666666667,0.0,21.751048285041076,25.0,0.0,0.0 
 07/06  20:00:00,26.866666666666664,24.916666666666668,35.24999999999999,0.0,22.412640443116107,25.0,0.0,0.0 
 07/06  21:00:00,25.883333333333336,0.0,0.0,0.0,22.302692252917804,25.0,0.0,0.0 
 07/06  22:00:00,23.49166666666667,0.0,0.0,0.0,22.223336858449684,25.0,0.0,0.0 
 07/06  23:00:00,21.266666666666666,0.0,0.0,0.0,22.106355312504153,25.0,0.0,0.0 
 07/06  24:00:00,20.133333333333336,0.0,0.0,0.0,21.964820302387565,25.0,0.0,0.0 
 07/07  01:00:00,19.391666666666666,0.0,0.0,0.0,21.795050134957638,26.0,0.0,0.0 
 07/07  02:00:00,18.808333333333337,0.0,0.0,0.0,21.600611706107326,26.0,0.0,0.0 
 07/07  03:00:00,18.483333333333334,0.0,0.0,0.0,21.39293976076321,26.0,0.0,0.0 
 07/07  04:00:00,17.875,0.0,0.0,0.0,21.167796645516585,26.0,0.0,0.0 
 07/07  05:00:00,17.208333333333332,4.833333333333333,24.999999999999996,0.0,20.93694173392307,26.0,0.0,0.0 
 07/07  06:00:00,16.825,32.583333333333336,175.0,0.0,20.79297143363895,26.0,0.0,0.0 
 07/07  07:00:00,17.633333333333333,68.83333333333333,354.9166666666667,0.0,20.695685508590092,26.0,0.0,0.0 
 07/07  08:00:00,19.408333333333335,108.91666666666667,366.1666666666667,0.0,20.70261418253703,26.0,0.0,0.0 
 07/07  09:00:00,22.358333333333334,142.66666666666666,391.4166666666667,0.0,20.805247410670283,21.0,0.0,0.0 
 07/07  10:00:00,25.59166666666667,155.58333333333334,559.5,0.0,20.979977569244465,21.0,0.0,14.803517504476742 
 07/07  11:00:00,27.383333333333336,166.08333333333334,673.5833333333334,0.0,21.24097167833609,21.5,0.0,0.0 
 07/07  12:00:00,28.383333333333336,184.91666666666666,653.5833333333334,3.0,21.478448242119725,21.5,0.9999999999999999,10.953951537987221 
 07/07  13:00:00,29.150000000000002,213.66666666666666,487.8333333333333,3.0,19.876508010875884,20.0,0.9999999999999999,347.2987905706359 
 07/07  14:00:00,29.866666666666664,230.5,296.75,3.0,19.999999984242663,20.0,0.9999999999999999,308.03612332610254 
 07/07  15:00:00,29.791666666666668,223.41666666666666,222.58333333333334,3.0,20.0,20.0,0.9999999999999999,319.9459217500982 
 07/07  16:00:00,29.09166666666667,189.0,214.83333333333334,3.0,20.0,20.0,0.9999999999999999,335.19327579814455 
 07/07  17:00:00,29.208333333333332,125.75,187.5,3.0,20.0,20.0,0.9999999999999999,359.40288867028715 
 07/07  18:00:00,28.858333333333334,73.33333333333333,111.33333333333333,0.0,20.0,20.0,0.0,370.74879376776295 
 07/07  19:00:00,27.933333333333334,36.583333333333336,44.166666666666664,0.0,21.338224577419183,25.0,0.0,0.0 
 07/07  20:00:00,23.691666666666666,9.305555555555555,3.8333333333333326,0.0,21.827335201334787,25.0,0.0,0.0 
 07/07  21:00:00,17.341666666666665,0.0,0.0,0.0,21.80474973613664,25.0,0.0,0.0 
 07/07  22:00:00,14.158333333333333,0.0,0.0,0.0,21.69392033403534,25.0,0.0,0.0 
 07/07  23:00:00,13.641666666666666,0.0,0.0,0.0,21.571215137609943,25.0,0.0,0.0 
 07/07  24:00:00,13.541666666666666,0.0,0.0,0.0,21.42365973129468,25.0,0.0,0.0 
 07/08  01:00:00,13.5,0.0,0.0,0.0,21.24985665017195,26.0,0.0,0.0 
 07/08  02:00:00,13.5,0.0,0.0,0.0,21.053833280351128,26.0,0.0,0.0 
 07/08  03:00:00,13.44166666666667,0.0,0.0,0.0,20.837314994212544,26.0,0.0,0.0 
 07/08  04:00:00,13.283333333333333,0.0,0.0,0.0,20.596179569625132,26.0,0.0,0.0 
 07/08  05:00:00,12.908333333333333,5.5,32.99999999999999,0.0,20.329936023435213,26.0,0.0,0.0 
 07/08  06:00:00,12.291666666666666,36.416666666666664,228.0,0.0,20.12553181512719,26.0,0.0,0.0 
 07/08  07:00:00,12.408333333333333,72.91666666666667,470.25,0.0,19.952174056416947,26.0,0.0,0.0 
 07/08  08:00:00,13.691666666666668,110.16666666666667,571.4166666666666,0.0,19.928611204885357,26.0,0.0,0.0 
 07/08  09:00:00,15.858333333333334,150.08333333333334,597.5,0.0,20.03463867507092,21.0,0.0,0.0 
 07/08  10:00:00,17.891666666666666,186.16666666666666,580.3333333333334,0.0,20.215431092347394,21.0,0.0,0.0 
 07/08  11:00:00,19.3,254.08333333333334,438.6666666666667,0.0,20.407728063027218,21.5,0.0,0.0 
 07/08  12:00:00,20.266666666666666,322.9166666666667,289.75,3.0,20.625016139469917,21.5,0.9999999999999999,0.0 
 07/08  13:00:00,21.183333333333337,328.9166666666667,270.5833333333333,3.0,19.926035791821953,20.0,0.9999999999999999,173.4603844087112 
 07/08  14:00:00,21.541666666666668,298.8333333333333,316.9166666666667,3.0,19.999999999011475,20.0,0.9999999999999999,171.67722511024974 
 07/08  15:00:00,22.258333333333336,245.25,436.8333333333333,3.0,20.0,20.0,0.9999999999999999,187.20791580712623 
 07/08  16:00:00,22.275000000000002,196.91666666666666,511.0833333333333,3.0,20.0,20.0,0.9999999999999999,198.81762769399867 
 07/08  17:00:00,21.958333333333332,159.66666666666666,497.1666666666667,3.0,20.0,20.0,0.9999999999999999,240.40394206572094 
 07/08  18:00:00,21.59166666666667,109.5,498.5833333333333,0.0,20.0,20.0,0.0,314.97509854769976 
 07/08  19:00:00,21.125,67.66666666666667,390.25,0.0,21.39297419767271,25.0,0.0,0.0 
 07/08  20:00:00,20.825,25.472222222222225,38.66666666666666,0.0,21.820568162982767,25.0,0.0,0.0 
 07/08  21:00:00,19.708333333333332,0.0,0.0,0.0,21.55264593352192,25.0,0.0,0.0 
 07/08  22:00:00,17.541666666666668,0.0,0.0,0.0,21.377191020342636,25.0,0.0,0.0 
 07/08  23:00:00,15.741666666666667,0.0,0.0,0.0,21.201236495134108,25.0,0.0,0.0 
 07/08  24:00:00,14.441666666666668,0.0,0.0,0.0,21.005364799697947,25.0,0.0,0.0 
 07/09  01:00:00,13.433333333333332,0.0,0.0,0.0,20.78980923710067,22.0,0.0,0.0 
 07/09  02:00:00,12.633333333333333,0.0,0.0,0.0,20.535999857435122,22.0,0.0,0.0 
 07/09  03:00:00,12.066666666666668,0.0,0.0,0.0,20.269822924431526,22.0,0.0,0.0 
 07/09  04:00:00,11.666666666666666,0.0,0.0,0.0,19.99162378193168,22.0,0.0,0.0 
 07/09  05:00:00,11.266666666666666,5.333333333333333,26.666666666666668,0.0,19.71410208106074,22.0,0.0,0.0 
 07/09  06:00:00,11.158333333333333,35.333333333333336,191.83333333333334,0.0,19.53528832139293,22.0,0.0,0.0 
 07/09  07:00:00,11.783333333333331,69.0,438.0833333333333,0.0,19.411911636523737,22.0,0.0,0.0 
 07/09  08:00:00,13.424999999999999,92.83333333333333,611.3333333333334,0.0,19.40577394675761,22.0,0.0,0.0 
 07/09  09:00:00,16.283333333333335,109.75,713.4166666666666,0.0,19.532578067953903,22.0,0.0,0.0 
 07/09  10:00:00,18.983333333333334,128.75,758.6666666666666,0.0,19.734653755933145,22.0,0.0,0.0 
 07/09  11:00:00,20.658333333333335,175.08333333333334,700.6666666666666,0.0,19.964422367725863,22.0,0.0,0.0 
 07/09  12:00:00,21.666666666666668,232.5,557.0833333333334,0.0,20.2002363349756,22.0,0.0,0.0 
 07/09  13:00:00,22.991666666666664,270.9166666666667,448.3333333333333,0.0,20.473425212243036,22.0,0.0,0.0 
 07/09  14:00:00,23.758333333333336,245.58333333333334,508.3333333333333,0.0,20.77853508541963,22.0,0.0,0.0 
 07/09  15:00:00,23.974999999999998,202.41666666666666,541.5833333333334,0.0,21.000356670938086,22.0,0.0,0.0 
 07/09  16:00:00,24.741666666666664,164.58333333333334,580.5,0.0,21.197991236374186,22.0,0.0,0.0 
 07/09  17:00:00,24.90833333333333,117.08333333333333,642.5833333333334,0.0,21.56081404140974,22.0,0.0,0.0 
 07/09  18:00:00,24.583333333333332,92.41666666666667,519.5833333333334,0.0,21.96032816942629,22.0,0.0,30.574824458314378 
 07/09  19:00:00,24.150000000000002,65.5,320.6666666666667,0.0,21.99999999999979,22.0,0.0,95.37169479565098 
 07/09  20:00:00,23.666666666666668,25.416666666666668,30.66666666666666,0.0,22.0,22.0,0.0,49.54309439619641 
 07/09  21:00:00,22.8,0.0,0.0,0.0,21.96253062506493,22.0,0.0,0.6097483505124529 
 07/09  22:00:00,21.425,0.0,0.0,0.0,21.83047774915408,22.0,0.0,0.0 
 07/09  23:00:00,20.216666666666665,0.0,0.0,0.0,21.69202180981809,22.0,0.0,0.0 
 07/09  24:00:00,19.566666666666666,0.0,0.0,0.0,21.53825749351478,22.0,0.0,0.0 
 07/10  01:00:00,19.05,0.0,0.0,0.0,21.369509757369173,22.0,0.0,0.0 
 07/10  02:00:00,18.216666666666665,0.0,0.0,0.0,21.1700239858517,22.0,0.0,0.0 
 07/10  03:00:00,17.275000000000002,0.0,0.0,0.0,20.930683864147486,22.0,0.0,0.0 
 07/10  04:00:00,16.316666666666666,0.0,0.0,0.0,20.668399355894476,22.0,0.0,0.0 
 07/10  05:00:00,15.608333333333334,4.999999999999999,28.666666666666668,0.0,20.41708480942896,22.0,0.0,0.0 
 07/10  06:00:00,15.225000000000001,33.666666666666664,200.66666666666666,0.0,20.257178678367904,22.0,0.0,0.0 
 07/10  07:00:00,15.566666666666668,69.58333333333333,424.1666666666667,0.0,20.144729882255586,22.0,0.0,0.0 
 07/10  08:00:00,16.95,102.16666666666667,518.3333333333334,0.0,20.154093823126992,22.0,0.0,0.0 
 07/10  09:00:00,18.983333333333334,130.5,526.5833333333334,0.0,20.25842717548366,22.0,0.0,0.0 
 07/10  10:00:00,20.891666666666666,170.25,492.8333333333333,0.0,20.41935412923394,22.0,0.0,0.0 
 07/10  11:00:00,22.183333333333337,188.0,544.75,0.0,20.61938494563375,22.0,0.0,0.0 
 07/10  12:00:00,23.125,173.16666666666666,656.8333333333334,0.0,20.829720501350227,22.0,0.0,0.0 
 07/10  13:00:00,24.083333333333332,177.25,649.6666666666667,0.0,21.040705231338315,22.0,0.0,0.0 
 07/10  14:00:00,25.258333333333336,180.75,575.5833333333334,0.0,21.24078688464749,22.0,0.0,0.0 
