"Time","sensor-readings.reading"
1649626744000,22.2
1649627344000,22
1649628559000,22.2
1649629144000,22
1649632144000,22.2
1649648956000,22.4
1649651342000,22.6
1649659166000,22.8
1649660365000,22.6
1649660966000,22.8
1649669352000,22.6
1649673568000,22.8
1649677185000,23
1649677781000,22.8
1649684372000,22.6
1649687945000,22.4
1649688579000,22.6
1649689142000,22.4
1649689761000,22.2
1649692747000,22
1649693961000,21.8
1649696979000,21.6
1649701153000,21.8
1649708964000,22
1649709569000,21.8
1649710182000,22
1649717340000,22.2
1649728779000,22.4
1649729381000,22.2
1649732936000,22.4
1649733561000,22.2
1649734151000,22.4
1649734735000,22.2
1649735334000,22.4
1649735936000,22.2
1649736566000,22.4
1649740154000,22.6
1649745539000,22.8
1649748576000,22.6
1649751571000,22.8
1649752150000,22.6
1649754537000,22.8
1649764192000,22.6
1649765364000,22.8
1649767733000,22.6
1649771335000,22.4
1649773798000,22.2
1649780339000,22
1649783372000,21.8
1649786330000,21.6
1649790535000,21.4
1649795391000,21.2
1649795931000,21.4
1649796532000,21.2
1649801333000,21
1649807353000,20.8
1649808537000,21
1649809182000,20.8
1649810928000,21
1649812142000,21.2
1649813358000,21.4
1649813957000,21.2
1649814528000,21.4
1649817528000,21.6
1649821130000,21.8
1649824735000,22
1649829532000,22.2
1649837352000,22.4
1649837942000,22.2
1649843938000,22
1649844539000,22.2
1649845185000,22
1649850544000,21.8
1649852972000,21.8
1649853569000,22
1649854454000,22
1649854730000,21.8
1649854992000,21.8
1649855330000,22
1649857760000,21.8
1649858346000,22
1649860134000,21.8
1649867345000,21.6
1649871022000,21.4
1649876924000,21.2
1649882359000,21
1649882929000,21.2
1649883591000,21
1649890770000,20.8
1649896766000,20.6
1649897346000,20.8
1649897936000,20.6
1649907570000,20.4
1649908124000,20.6
1649909326000,20.8
1649910530000,21
1649911731000,21.2
1649912930000,21.4
1649915962000,21.6
1649921333000,20.8
1649921938000,21
1649922530000,21.4
1649923732000,21.6
1649926127000,21.8
1649935765000,22
1649938149000,21.8
1649939336000,22
1649944762000,22.2
1649948363000,22
1649950152000,21.8
1649951321000,22
1649951928000,21.8
1649953159000,21.6
1649957921000,21.4
1649961518000,21.2
1649968162000,21
1649976524000,20.8
1649983732000,20.6
1649986125000,20.8
1649986761000,20.6
1649997541000,20.4
1650001773000,20.6
1650002924000,20.4
1650005917000,20.6
1650006523000,20.4
1650007126000,20.6
1650010114000,20.8
1650014971000,21
1650026363000,21.2
1650026929000,21
1650028723000,21.2
1650029959000,21
1650030544000,21.2
1650032934000,21
1650038922000,20.8
1650044945000,20.6
1650046118000,20.8
1650046759000,20.6
1650054546000,20.4
1650055737000,20.6
1650056953000,20.4
1650064717000,20.2
1650065318000,20.4
1650067716000,20.2
1650079117000,20
1650080316000,20.2
1650082148000,20.4
1650085150000,20.6
1650088721000,20.8
1650105509000,20.6
1650111538000,20.4
1650112111000,20.6
1650112741000,20.4
1650113343000,20.6
1650114523000,20.4
1650115116000,20.6
1650115714000,20.4
1650127109000,20.2
1650131910000,20.4
1650134316000,20.6
1650138517000,20.8
1650141551000,21
1650142110000,20.8
1650142717000,21
1650148721000,21.2
1650149306000,21
1650149940000,21.2
1650158317000,21.4
1650170329000,21.6
1650179906000,21.8
1650181107000,21.6
1650181707000,21.8
1650188912000,21.6
1650196136000,21.4
1650202204000,21.2
1650203316000,21.4
1650204545000,21.2
1650208733000,21
1650212315000,20.8
1650218348000,20.6
1650220147000,20.8
1650224340000,21
1650229718000,21.2
1650235735000,21.4
1650236916000,21.2
1650237560000,21.4
1650243556000,21.6
1650252507000,21.8
1650265711000,22
1650266927000,21.8
1650268728000,22
1650269307000,21.8
1650277127000,21.6
1650277712000,21.8
1650283129000,21.6
1650292778000,21.4
1650293305000,21.6
1650294532000,21.4
1650309505000,21.6
1650321569000,21.8
1650322708000,21.6
1650323909000,21.8
1650332910000,22
1650343712000,22.2
1650345540000,22.4
1650346713000,22.2
1650347313000,22.4
1650352700000,22.6
1650357529000,22.4
1650358699000,22.6
1650361156000,22.4
1650361730000,22.6
1650365895000,22.8
1650371902000,23
1650374944000,23.2
1650381534000,23
1650382131000,22.8
1650383336000,23
1650383935000,22.8
1650384505000,23
1650386935000,22.8
1650387520000,23
1650394107000,22.8
1650394722000,23
1650396536000,22.8
1650417527000,22.6
1650418698000,22.8
1650419897000,22.6
1650421128000,22.8
1650423520000,22.6
1650425929000,22.8
1650427120000,22.6
1650427714000,22.8
1650433139000,23
1650434930000,22.4
1650436715000,22.6
1650437916000,22.8
1650439129000,23
1650439756000,23.2
1650440896000,22.6
1650441501000,22.8
1650442792000,23
1650443301000,23.2
1650445726000,23
1650447504000,23.2
1650449903000,23.4
1650450562000,23.2
1650458920000,23
1650460120000,23.2
1650462551000,23.4
1650463096000,23.2
1650464908000,23
1650466702000,22.8
1650475689000,22.6
1650476321000,22.8
1650480491000,22.6
1650491324000,22.8
1650492508000,22.6
1650493687000,22.8
1650494294000,22.6
1650494908000,22.8
1650496141000,22.6
1650496693000,22.8
1650499124000,22.6
1650499730000,22.8
1650517125000,23
1650521298000,23.2
1650523148000,23
1650532209000,23
1650533929000,23.2
1650537487000,23
1650542315000,22.8
1650543514000,23
1650545304000,22.8
1650546505000,23
1650547088000,22.8
1650550683000,22.6
1650555491000,22.4
1650557294000,22.2
1650562092000,22
1650565127000,21.8
1650570495000,21.6
1650576482000,21.4
1650577111000,21.6
1650578296000,21.4
1650578896000,21.6
1650580081000,21.4
1650587942000,21.2
1650593283000,21
1650593883000,21.2
1650595113000,21
1650599281000,21.2
1650601132000,21.4
1650602364000,21.6
1650604085000,21.8
1650606560000,22
1650609481000,22.2
1650614919000,22.4
1650620891000,22.6
1650622692000,22.8
1650623889000,23
1650626290000,22.8
1650646081000,23
1650646712000,22.8
1650647296000,23
1650652676000,22.8
1650662337000,22.6
1650664699000,22.8
1650665313000,22.6
1650666501000,22.8
1650667115000,22.6
1650670113000,22.8
1650670718000,22.6
1650712688000,22.4
1650725881000,22.2
1650739082000,22
1650739699000,22.2
1650741512000,22
1650742086000,22.2
1650757726000,22.4
1650758288000,22.2
1650762503000,22.4
1650766091000,22.2
1650766672000,22.4
1650770305000,22.2
1650770920000,22.4
1650772673000,22.2
1650773316000,22.4
1650779878000,22.2
1650781076000,22.4
1650783491000,22.2
1650793096000,22
1650793678000,22.2
1650794310000,22
1650802099000,21.8
1650812320000,21.6
1650817698000,21.4
1650818299000,21.6
1650818870000,21.4
1650819486000,21.6
1650820068000,21.4
1650826065000,21.2
1650835702000,21
1650836319000,21.2
1650837488000,21
1650844723000,20.8
1650845318000,21
1650845874000,20.8
1650846474000,21
1650847092000,20.8
1650850706000,21
1650852489000,21.2
1650855525000,21.4
1650857862000,21.6
1650859064000,21.8
1650861507000,22
1650867525000,22.2
1650869897000,22
1650870480000,22.2
1650872296000,21.2
1650872927000,21.4
1650873495000,21.6
1650874095000,21.8
1650874712000,22
1650875867000,22.2
1650882462000,22
1650885499000,22.2
1650886115000,22
1650886678000,22.2
1650890300000,22.4
1650890916000,22.2
1650897498000,22
1650902301000,21.8
1650904688000,21.6
1650907085000,21.4
1650907669000,21.6
1650909488000,21.4
1650913674000,21.2
1650920904000,21
1650921484000,21.2
1650922104000,21
1650923271000,21.2
1650923876000,21
1650933460000,20.8
1650944294000,20.6
1650944866000,20.8
1650947263000,21
1650948482000,21.2
1650951477000,21.4
1650955067000,21.6
1650958084000,21.8
1650960467000,22
1650963483000,22.2
1650973683000,22
1650974272000,22.2
1650974900000,22
1650977270000,22.2
1650977874000,22
1650978510000,22.2
1650979070000,22
1650979673000,22.2
1650980854000,22
1650982074000,21.8
1650985672000,21.6
1650989858000,21.4
1650992890000,21.2
1650997062000,21
1651003068000,20.8
1651003661000,21
1651004261000,20.8
1651005454000,21
1651006093000,20.8
1651010317000,21
1651011465000,21.2
1651015060000,21.4
1651019881000,21.6
1651020454000,21.4
1651021083000,21.6
1651024066000,21.8
1651025275000,21.6
1651025898000,21.8
1651034868000,22
1651037853000,22.2
1651043301000,22.4
1651044516000,21.2
1651045051000,21.6
1651045655000,21.8
1651046870000,22.2
1651048051000,22.4
1651050455000,22.6
1651054057000,22.8
1651058906000,23
1651059507000,22.8
1651064287000,23
1651065460000,21.6
1651066673000,22.2
1651067260000,22.4
1651068477000,22.6
1651071461000,22.8
1651072078000,22.6
1651081066000,22.4
1651081662000,22.6
1651084082000,22.4
1651088849000,22.2
1651103270000,22.4
1651103853000,22.2
1651105055000,22.4
1651106885000,22.2
1651108050000,22.4
1651108714000,22.2
1651109258000,22.4
1651121284000,22.6
1651125483000,22.8
1651126687000,21.2
1651127268000,21.8
1651127852000,22
1651128521000,22.2
1651129658000,22.4
1651130858000,22
1651131489000,21.8
1651132673000,21.6
1651133861000,21.4
1651141085000,21.6
1651142863000,21.8
1651145846000,22
1651153649000,22.2
1651157850000,22
1651159112000,21.8
1651161447000,21.6
1651162050000,21.8
1651163248000,21.6
1651168677000,21.4
1651174116000,21.2
1651174652000,21.4
1651175251000,21.2
1651181871000,21
1651188455000,20.8
1651190902000,21
1651192654000,21.2
1651195117000,21.4
1651198687000,21.6
1651204681000,21.8
1651205846000,21.6
1651206521000,21.8
1651208844000,22
1651212445000,22.2
1651213661000,22
1651214275000,22.2
1651214847000,21.6
1651215492000,21.8
1651216045000,22
1651217262000,22.2
1651220890000,22.4
1651223844000,22.2
1651224481000,22.4
1651225062000,22.2
1651229863000,21.8
1651230465000,21.4
1651231673000,21.6
1651234054000,21.4
1651251469000,21.2
1651252652000,21.4
1651253270000,21.2
1651263444000,21
1651267641000,20.8
1651268301000,21
1651272443000,20.8
1651280874000,20.6
1651281444000,20.8
1651282051000,20.6
1651289276000,20.8
1651291074000,21
1651292862000,21.2
1651295846000,21.4
1651310898000,21.2
1651333671000,21
1651334905000,21.2
1651336044000,21
1651345074000,20.8
1651345645000,21
1651346845000,20.8
1651348662000,21
1651349277000,20.8
1651355879000,20.6
1651356478000,20.8
1651357052000,20.6
1651357673000,20.8
1651358250000,20.6
1651367841000,20.4
1651378101000,20.6
1651380455000,20.8
1651382262000,20.6
1651382887000,20.8
1651387043000,21
1651389441000,20.8
1651391243000,21
1651399075000,20.8
1651399631000,21
1651403289000,20.8
1651403831000,21
1651405630000,20.8
1651406907000,21
1651408035000,20.8
1651419437000,20.6
1651420082000,20.8
1651420634000,20.6
1651429069000,20.4
1651436246000,20.2
1651436835000,20.4
1651440504000,20.2
1651455445000,20
1651456060000,20.2
1651456662000,20
1651457263000,20.2
1651457860000,20
1651459061000,20.2
1651460264000,20
1651463296000,20.2
1651464463000,20.4
1651465665000,20.6
1651468051000,20.8
1651472237000,21
1651474665000,21.2
1651476438000,21.4
1651477635000,21.6
1651483036000,21.8
1651483637000,21.6
1651484233000,21.8
1651485425000,21.4
1651486624000,21.6
1651489640000,21.8
1651496901000,22
1651498072000,21.8
1651499266000,21.6
1651500433000,21.8
1651505875000,21
1651507661000,20.2
1651508261000,20.6
1651509424000,20.8
1651517235000,20.6
1651522063000,20.8
1651526241000,21
1651535285000,21.2
1651541862000,21.4
1651546055000,21.2
1651546626000,21.4
1651552660000,21.6
1651556242000,21.8
1651559243000,22
1651561030000,21.6
1651561621000,21
1651562825000,21.6
1651564660000,21.8
1651565824000,22
1651568291000,22.2
1651570078000,22.4
1651572525000,0
1651572594000,22.4
1651576628000,22.2
1651579120000,22.4
1651579644000,22.6
1651580164000,0
1651580234000,22.6
1651583830000,22.8
1651587426000,22.6
1651588128000,22.4
1651589835000,22.6
1651591076000,22.4
1651592262000,22.2
1651594642000,22
1651597632000,21.8
1651599434000,21.6
1651602434000,21.4
1651607235000,21.2
1651611439000,21
1651612066000,21.2
1651614430000,21
1651623442000,20.8
1651638450000,21
1651640829000,21.2
1651646250000,21.4
1651646835000,21.6
1651648628000,21.8
1651649831000,22
1651651668000,22.2
1651654050000,22.4
1651657662000,22.6
1651660660000,22.4
1651661881000,22.6
1651662453000,22.4
1651663063000,22.6
1651667235000,22.4
1651669020000,22.2
1651670868000,22
1651673877000,21.8
1651674425000,22
1651675056000,21.8
1651677433000,21.6
1651681658000,21.4
1651686436000,21.2
1651687068000,21.4
1651688243000,21.2
1651695479000,21
1651697246000,21.2
1651699067000,21
1651709907000,20.8
1651710433000,21
1651711030000,20.8
1651712861000,21
1651713464000,20.8
1651721833000,20.6
1651723037000,20.8
1651723681000,20.6
1651724237000,20.8
1651724853000,21
1651727837000,21.2
1651728461000,21
1651729678000,21.2
1651730253000,20.8
1651730818000,19.4
1651731442000,18.6
1651732023000,18.2
1651732627000,18.8
1651733231000,19.4
1651733823000,19.8
1651735027000,20
1651735631000,20.2
1651736817000,20.4
1651737419000,20.6
1651738653000,20.8
1651740484000,21
1651743419000,21.2
1651747676000,21.4
1651749431000,21.6
1651751832000,21.8
1651752442000,21.6
1651753035000,21.8
1651755484000,21.8
1651755570000,21.8
1651756634000,22
1651762035000,21.8
1651765647000,21.6
1651769247000,21.4
1651776445000,21.2
1651777062000,21.4
1651777730000,21.2
1651784837000,21
1651785432000,21.2
1651786648000,21
1651796218000,20.8
1651796818000,21
1651798030000,20.8
1651799235000,21
1651799867000,20.8
1651814265000,20.6
1651814652000,20.6
1651815437000,20.8
1651816025000,20.6
1651819039000,20.8
1651820840000,21
1651822022000,20.8
1651823853000,21
1651825659000,21.2
1651827458000,21.4
1651828070000,21.2
1651829264000,21.4
1651837639000,21.6
1651843643000,21.4
1651844866000,21.6
1651846647000,21.4
1651850838000,21.2
1651855694000,21
1651856840000,21.2
1651857422000,21
1651862224000,20.8
1651863443000,21
1651864036000,20.8
1651872449000,20.6
1651891517000,0
1651891573000,20.4
1651898253000,20.2
1651898863000,20.4
1651905415000,20.2
1651906036000,20.4
1651907216000,20.2
1651911427000,20.4
1651912017000,20.2
1651913869000,20.4
1651914455000,20.2
1651942025000,20
1651942659000,20.2
1651945062000,20
1651945613000,20.2
1651946224000,20
1651951626000,20.2
1651952812000,20
1651965447000,19.8
1651969015000,20
1651969618000,19.8
1651988825000,19.6
1651989453000,19.8
1651991824000,19.6
1651993632000,19.8
1652005651000,20
1652006212000,19.8
1652006844000,20
1652010489000,19.8
1652011007000,20
1652022407000,19.8
1652023019000,20
1652026079000,19.8
1652026615000,20
1652028418000,19.8
1652029048000,20
1652029616000,19.8
1652039838000,19.6
1652040417000,19.8
1652043469000,19.6
1652066830000,19.4
1652068061000,19.6
1652069245000,19.4
1652069858000,19.6
1652070442000,19.4
1652071042000,19.6
1652071676000,19.4
1652072255000,19.6
1652072814000,19.4
1652076421000,19.6
1652078250000,19
1652078822000,19.2
1652079441000,19.6
1652080019000,19.8
1652080621000,20
1652083606000,20.2
1652087809000,20.4
1652089640000,20.6
1652092671000,20.4
1652093224000,20.6
1652095058000,20.4
1652096210000,20.6
1652098650000,20.8
1652104610000,21
1652107013000,21.2
1652108806000,21
1652113060000,20.8
1652115460000,20.6
1652119034000,20.4
1652123204000,20.2
1652131608000,20
1652132215000,20.2
1652132804000,20
1652133478000,20.2
1652134024000,20
1652143616000,19.8
1652144241000,20
1652144847000,19.8
1652158628000,19.6
1652159301000,19.8
1652159801000,19.6
1652160446000,19.8
1652162834000,19.6
1652163413000,19.8
1652165205000,20
1652167642000,20.2
1652168816000,20.4
1652169468000,20.2
1652170002000,20.4
1652171807000,20.6
1652175407000,20.8
1652177841000,21
1652179022000,20.8
1652180202000,21
1652185648000,21.2
1652186210000,21
1652187401000,21.2
1652188625000,21
1652189250000,21.2
1652191633000,21.4
1652197638000,21.2
1652198219000,21.4
1652198816000,21.2
1652203603000,21
1652207253000,20.8
1652210802000,20.6
1652211410000,20.8
1652212012000,20.6
1652212602000,20.8
1652213262000,20.6
1652219828000,20.4
1652221025000,20.6
1652221620000,20.4
1652224606000,20.6
1652225210000,20.4
1652231230000,20.2
1652231844000,20.4
1652234222000,20.2
1652235444000,20.4
1652235998000,20.2
1652251067000,19.8
1652252269000,20
1652253408000,20.4
1652254598000,20.6
1652255804000,20.8
1652258214000,21
1652261811000,21.2
1652263608000,21.4
1652266069000,21.6
1652267232000,21.8
1652268407000,22
1652270819000,22.2
1652272001000,22
1652272602000,22.2
1652276238000,22
1652278016000,21.8
1652287056000,21.6
1652290011000,21.4
1652296604000,21.2
1652297800000,21.4
1652298435000,21.2
1652307403000,21
1652320011000,20.8
1652320609000,21
1652321208000,20.8
1652321805000,21
1652322442000,20.8
1652338011000,21
1652340431000,21.2
1652341621000,21.4
1652343483000,21.6
1652346400000,21.8
1652348809000,22
1652350609000,22.2
1652353039000,22.4
1652526090000,0
1652526142000,22
1652532418000,22.2
1652533027000,22
1652534195000,22.2
1652535396000,22
1652536082000,22.2
1652554601000,22
1652555211000,22.2
1652556402000,22
1652576850000,21.8
1652590072000,21.6
1652591272000,21.8
1652593639000,21.6
1652594834000,21.8
1652600841000,22
1652609864000,22.2
1652623652000,22.4
1652642807000,22.2
1652643468000,22.4
1652645192000,22.2
1652646425000,22.4
1652648797000,22.2
1652662042000,22
1652664399000,22.2
1652666198000,22
1652667387000,22.2
1652668045000,22
1652683587000,22.2
1652685387000,22.4
1652688444000,22.6
1652689026000,22.8
1652689939000,22.8
1652692664000,23
1652696228000,23.2
1652701591000,23.4
1652703386000,23.6
1652707026000,23.4
1652709391000,23.2
1652716025000,23
1652722639000,23.2
1652725615000,23.4
1652726197000,23.2
1652729213000,23
1652733440000,22.8
1652738200000,22.6
1652738876000,22.8
1652739432000,22.6
1652740600000,22.8
1652741238000,22.6
1652755591000,22.4
1652756205000,22.6
1652757423000,22.4
1652758613000,22.6
1652762183000,22.4
1652765853000,22.4
1652768808000,22.6
1652771208000,22.8
1652773032000,23
1652775416000,23.2
1652779017000,23.4
1652781427000,23.6
1652784395000,23.4
1652785053000,23.6
1652786809000,23.4
1652788020000,23.6
1652790407000,23.8
1652791111000,23.8
1652791735000,23.8
1652791987000,23.8
1652792210000,23.6
1652792308000,23.6
1652792591000,23.6
1652792977000,23.6
1652793386000,23.8
1652801822000,23.6
1652804800000,23.4
1652807785000,23.2
1652808437000,23.4
1652811385000,23.2
1652818035000,23
1652826990000,22.8
1652839586000,22.6
1652840780000,22.8
1652845582000,22.6
1652851011000,22.8
1652852184000,22.6
1652854017000,22.8
1652860646000,22.2
1652861185000,22.4
1652862416000,22.6
1652863039000,22.8
1652864803000,23
1652865379000,22.8
1652866602000,23
1652869648000,23.2
1652875001000,23.4
1652875589000,23.2
1652877374000,23.4
1652886433000,23.6
1652886978000,23.4
1652887595000,23.6
1652890588000,23.4
1652894812000,23.2
1652900194000,23
1652900780000,23.2
1652901381000,23
1652908581000,22.8
1652909231000,23
1652910429000,22.8
1652919386000,22.6
1652929589000,22.4
1652948179000,22.6
1652951829000,22.8
1652955972000,23
1652960175000,23.2
1652961414000,23.4
1652963784000,23.6
1652969175000,23.4
1652969779000,23.6
1652972244000,23.4
1652977620000,23.2
1652987176000,23
1652994384000,22.8
1653002824000,22.6
1653003384000,22.8
1653006373000,22.6
1653017219000,22.4
1653017820000,22.6
1653020783000,22.4
1653023222000,22.6
1653024409000,22.4
1653027415000,22.6
1653029189000,22.4
1653032770000,22.6
1653038826000,22.8
1653044173000,23
1653048374000,23.2
1653049568000,23.4
1653052566000,23.6
1653053224000,23.4
1653063992000,23.2
1653065208000,23.4
1653065807000,23.2
1653074172000,23
1653075372000,23.2
1653076009000,23
1653093362000,22.8
1653094587000,23
1653098211000,22.8
1653100022000,23
1653101811000,22.8
1653102989000,23
1653103573000,22.8
1653107777000,23
1653109001000,22.8
1653112563000,23
1653113832000,22.8
1653115613000,23
1653118603000,22.8
1653119787000,23
1653127576000,23.2
1653168959000,23
1653170199000,23.2
1653172563000,23
1653183387000,22.8
1653185757000,23
1653187615000,22.8
1653191172000,23
1653191786000,22.8
1653203767000,23
1653211029000,23.2
1653211646000,23
1653212803000,23.2
1653214562000,23
1653215790000,23.2
1653224759000,23.4
1653226560000,23.2
1653230177000,23.4
1653238611000,23.2
1653239155000,23.4
1653241557000,23.2
1653257754000,23
1653276387000,22.8
1653278202000,23
1653278806000,22.8
1653292566000,22.6
1653293203000,22.8
1653294383000,23
1653295597000,23.2
1653299785000,23.4
1653300817000,0
1653300873000,23.4
1653307016000,23.6
1653310606000,23.8
1653311799000,23.6
1653314183000,23.8
1653315949000,23.6
1653323178000,23.4
1653330426000,23.2
1653341777000,23
1653342378000,23.2
1653342992000,23
1653343592000,23.2
1653345969000,23
1653356157000,22.8
1653372916000,22.8
1653374824000,22
1653375452000,21.8
1653377147000,22.4
1653377765000,22.6
1653378956000,22.8
1653380794000,23.2
1653381949000,23.4
1653383750000,23.6
1653386492000,23.8
1653395755000,24
1653397593000,24.2
1653399378000,24.4
1653403594000,24.6
1653405358000,24.4
1653407168000,24.2
1653408343000,24
1653411983000,23.8
1653415551000,23.6
1653422146000,23.4
1653428800000,23.2
1653429387000,23.4
1653433558000,23.2
1653435966000,23.4
1653436551000,23.2
1653450954000,23
1653455241000,23
1653459943000,23.2
1653464187000,23.4
1653464781000,23.6
1653467196000,23.2
1653468390000,23.4
1653469552000,23.2
1653470173000,23.2
1653470174000,23.4
1653472596000,23.8
1653473143000,24
1653474353000,24.2
1653474943000,24
1653477391000,24.2
1653479163000,24
1653479745000,24.2
1653481592000,24
1653483985000,23.8
1653486954000,23.6
1653489379000,23.4
1653499550000,23.2
1653508609000,23
1653509757000,23.2
1653510336000,23
1653521755000,22.8
1653533785000,22.6
1653536800000,22.8
1653537390000,22.6
1653561387000,22.8
1653562595000,22.6
1653563739000,22.8
1653565013000,22.6
1653565588000,22.8
1653577576000,23
1653584156000,22.8
1653585940000,23
1653587818000,22.8
1653597388000,22.6
1653599771000,22.8
1653600936000,22.6
1653609982000,22.4
1653610574000,22.6
1653611784000,22.4
1653627342000,22.2
1653629785000,22.4
1653630944000,22.2
1653631543000,22.4
1653639407000,22.6
1653647742000,22.8
1653660938000,23
1653662138000,22.8
1653662738000,23
1653675975000,22.8
1653692770000,22.6
1653693337000,22.8
1653693936000,22.6
1653701127000,22.8
1653701725000,22.6
1653713798000,22.4
1653714333000,22.6
1653717932000,22.4
1653736540000,22.2
1653737776000,22.4
1653740176000,22.2
1653744325000,22.4
1653744926000,22.2
1653746126000,22.4
1653746775000,22.2
1653747417000,22.4
1653748527000,22.2
1653749750000,22.4
1653751550000,22.2
1653753406000,22.4
1653753936000,22.2
1653755128000,22.4
1653756329000,22.2
1653768376000,22
1653768935000,22.2
1653769575000,22
1653772537000,22.2
1653779130000,22
1653782121000,21.8
1653785130000,22
1653786932000,21.8
1653795359000,21.6
1653795935000,21.8
1653797212000,21.6
1653797774000,21.8
1653800182000,21.6
1653831923000,21.4
1653834936000,21.2
1653838522000,21
1653839123000,21.2
1653839760000,21
1653843986000,20.8
1653849929000,20.6
1653855922000,20.4
1653861946000,20.2
1653869120000,20
1653874570000,19.8
1653882321000,19.6
1653882997000,19.8
1653884125000,19.6
1653893120000,19.8
1653894367000,20
1653894921000,20.2
1653903356000,20.4
1653904520000,20.6
1653908718000,20.4
1653909982000,20.8
1653912367000,21
1653917716000,21.2
1653919515000,21.4
1653925569000,21.2
1653927347000,21
1653931568000,20.8
1653935722000,20.6
1653941781000,20.4
1653942322000,20.6
1653944166000,20.4
1653954972000,20.2
1653957319000,20.4
1653957966000,20.2
1653966323000,20
1653966922000,20.2
1653967569000,20
1653969932000,20.2
1653970524000,20
1653977766000,20.2
1653978325000,20
1653980117000,20.2
1653981920000,20.4
1653983121000,20.6
1653985523000,20.8
1653989719000,21
1653990927000,21.2
1653992755000,21.4
1653993316000,21.2
1653995117000,21.4
1653998721000,21.2
1653999323000,21.4
1654002360000,21.6
1654004723000,21.8
1654006517000,21.6
1654007118000,21.8
1654007712000,21.6
1654012516000,21.4
1654017328000,21.2
1654023952000,21
1654032324000,20.8
1654032932000,21
1654034768000,20.8
1654053371000,20.6
1654054567000,20.8
1654055147000,20.6
1654055739000,20.8
1654059920000,20.6
1654060558000,20.8
1654061723000,20.6
1654062309000,20.8
1654062923000,20.6
1654063516000,20.8
1654065372000,21
1654065911000,21.2
1654068952000,21.4
1654071321000,21.6
1654074913000,21.8
1654077322000,22
1654078586000,21.8
1654082162000,22
1654085738000,21.8
1654091740000,22
1654092341000,21.8
1654092919000,22
1654094159000,21.8
1654094769000,22
1654095963000,21.8
1654096509000,22
1654098319000,21.8
1654103151000,21.6
1654110918000,21.4
1654112743000,21.6
1654113373000,21.4
1654130114000,21.2
1654144550000,21
1654145151000,21.2
1654146914000,21
1654147515000,21.2
1654152308000,20.6
1654154108000,21
1654155312000,21.4
1654156552000,21.6
1654157115000,21.8
1654157996000,21.8
1654161394000,22
1654166106000,22.2
1654167916000,22.4
1654168509000,22.6
1654170310000,22.8
