Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),THERMAL ZONE 1:Zone People Occupant Count [](Hourly),THERMAL ZONE 1:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 1:Zone Thermostat Cooling Setpoint Temperature [C](Hourly),THERMAL ZONE 1:Zone Thermal Comfort ASHRAE 55 Simple Model Summer Clothes Not Comfortable Time [hr](Hourly),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Rate [W](Hourly) 
 07/03  21:00:00,29.333333333333332,0.0,0.0,0.0,22.0,22.0,0.0,411.35167445246515 
 07/03  22:00:00,28.150000000000002,0.0,0.0,0.0,22.0,22.0,0.0,364.9602234063314 
 07/03  23:00:00,27.78333333333333,0.0,0.0,0.0,22.0,22.0,0.0,332.6124229803589 
 07/03  24:00:00,27.875,0.0,0.0,0.0,22.0,22.0,0.0,308.25234519875295 
 07/04  01:00:00,27.066666666666666,0.0,0.0,0.0,23.03415856716715,26.0,0.0,0.0 
 07/04  02:00:00,25.816666666666666,0.0,0.0,0.0,23.3196251975299,26.0,0.0,0.0 
 07/04  03:00:00,25.63333333333333,0.0,0.0,0.0,23.329343985845274,26.0,0.0,0.0 
 07/04  04:00:00,25.858333333333334,0.0,0.0,0.0,23.2684059525576,26.0,0.0,0.0 
 07/04  05:00:00,25.900000000000002,3.1666666666666665,0.16666666666666666,0.0,23.15988010417496,26.0,0.0,0.0 
 07/04  06:00:00,24.5,21.583333333333332,0.9166666666666666,0.0,23.02228086364052,26.0,0.0,0.0 
 07/04  07:00:00,23.09166666666667,45.75,0.8333333333333334,0.0,22.873695405697873,26.0,0.0,0.0 
 07/04  08:00:00,22.916666666666668,72.24999999999999,0.24999999999999997,0.0,22.755002064003353,26.0,0.0,0.0 
 07/04  09:00:00,22.941666666666666,125.91666666666667,1.25,0.0,20.8551005752464,21.0,0.0,366.31687069837994 
 07/04  10:00:00,23.541666666666668,229.08333333333334,3.1666666666666665,0.0,20.999999989464982,21.0,0.0,287.6095793664928 
 07/04  11:00:00,24.116666666666664,301.9166666666667,5.166666666666667,0.0,21.47741383550914,21.5,0.0,164.31398801359074 
 07/04  12:00:00,24.200000000000003,369.9166666666667,11.0,3.0,21.499999999999776,21.5,0.9999999999999999,217.6865097775562 
 07/04  13:00:00,24.55,460.0833333333333,42.083333333333336,3.0,19.989029925181516,20.0,0.9999999999999999,622.4043411960904 
 07/04  14:00:00,25.149999999999995,475.1666666666667,132.91666666666666,3.0,19.99999999999378,20.0,0.9999999999999999,540.2392333384604 
 07/04  15:00:00,25.866666666666664,382.3333333333333,322.8333333333333,3.0,20.0,20.0,0.9999999999999999,515.797864285223 
 07/04  16:00:00,26.724999999999998,268.25,475.9166666666667,3.0,20.0,20.0,0.9999999999999999,499.72147643925763 
 07/04  17:00:00,27.683333333333334,221.66666666666666,446.1666666666667,3.0,20.0,20.0,0.9999999999999999,538.6355919260176 
 07/04  18:00:00,28.39166666666667,202.41666666666666,271.75,0.0,20.0,20.0,0.0,594.4978275630403 
 07/04  19:00:00,28.65833333333333,142.41666666666666,137.41666666666666,0.0,22.166776525667117,25.0,0.0,0.0 
 07/04  20:00:00,28.933333333333334,59.666666666666664,61.666666666666664,0.0,23.446899175229248,25.0,0.0,0.0 
 07/04  21:00:00,27.641666666666666,0.0,0.0,0.0,23.378844975080796,25.0,0.0,0.0 
 07/04  22:00:00,25.083333333333332,0.0,0.0,0.0,23.233070682547716,25.0,0.0,0.0 
