tick,datetime,agent_id,agent_uid_rank,meet_count,in_office,pt
167.1,2022-08-07 23:06:00,13,0,0,False,[27 15  0]
167.1,2022-08-07 23:06:00,14,0,0,False,[20 10  0]
168.1,2022-08-08 00:06:00,0,0,0,False,[81 31  0]
168.1,2022-08-08 00:06:00,1,0,0,False,[ 6 23  0]
168.1,2022-08-08 00:06:00,2,0,1,False,[68  3  0]
168.1,2022-08-08 00:06:00,3,0,0,False,[89 35  0]
168.1,2022-08-08 00:06:00,4,0,0,False,[73 22  0]
168.1,2022-08-08 00:06:00,5,0,0,False,[66 27  0]
168.1,2022-08-08 00:06:00,6,0,0,False,[92 41  0]
168.1,2022-08-08 00:06:00,7,0,0,False,[51 34  0]
168.1,2022-08-08 00:06:00,8,0,1,False,[47  1  0]
168.1,2022-08-08 00:06:00,9,0,0,False,[66  8  0]
168.1,2022-08-08 00:06:00,10,0,0,False,[78 17  0]
168.1,2022-08-08 00:06:00,11,0,0,False,[59 40  0]
168.1,2022-08-08 00:06:00,12,0,0,False,[95  7  0]
168.1,2022-08-08 00:06:00,13,0,0,False,[28 16  0]
168.1,2022-08-08 00:06:00,14,0,0,False,[21  9  0]
169.1,2022-08-08 01:06:00,0,0,0,False,[80 30  0]
169.1,2022-08-08 01:06:00,1,0,0,False,[ 5 24  0]
169.1,2022-08-08 01:06:00,2,0,1,False,[69  2  0]
169.1,2022-08-08 01:06:00,3,0,0,False,[90 36  0]
169.1,2022-08-08 01:06:00,4,0,0,False,[72 23  0]
169.1,2022-08-08 01:06:00,5,0,0,False,[65 26  0]
169.1,2022-08-08 01:06:00,6,0,0,False,[93 42  0]
169.1,2022-08-08 01:06:00,7,0,0,False,[50 35  0]
169.1,2022-08-08 01:06:00,8,0,1,False,[48  2  0]
169.1,2022-08-08 01:06:00,9,0,0,False,[65  9  0]
169.1,2022-08-08 01:06:00,10,0,0,False,[79 18  0]
169.1,2022-08-08 01:06:00,11,0,0,False,[60 41  0]
169.1,2022-08-08 01:06:00,12,0,0,False,[96  8  0]
169.1,2022-08-08 01:06:00,13,0,0,False,[29 15  0]
169.1,2022-08-08 01:06:00,14,0,0,False,[20 10  0]
170.1,2022-08-08 02:06:00,0,0,0,False,[81 31  0]
170.1,2022-08-08 02:06:00,1,0,0,False,[ 4 25  0]
170.1,2022-08-08 02:06:00,2,0,1,False,[68  1  0]
170.1,2022-08-08 02:06:00,3,0,0,False,[89 35  0]
170.1,2022-08-08 02:06:00,4,0,0,False,[73 24  0]
170.1,2022-08-08 02:06:00,5,0,0,False,[64 27  0]
170.1,2022-08-08 02:06:00,6,0,0,False,[92 41  0]
170.1,2022-08-08 02:06:00,7,0,0,False,[51 34  0]
170.1,2022-08-08 02:06:00,8,0,1,False,[49  1  0]
170.1,2022-08-08 02:06:00,9,0,0,False,[64 10  0]
170.1,2022-08-08 02:06:00,10,0,0,False,[80 17  0]
170.1,2022-08-08 02:06:00,11,0,0,False,[59 42  0]
170.1,2022-08-08 02:06:00,12,0,0,False,[95  7  0]
170.1,2022-08-08 02:06:00,13,0,0,False,[30 14  0]
170.1,2022-08-08 02:06:00,14,0,0,False,[21  9  0]
171.1,2022-08-08 03:06:00,0,0,0,False,[82 32  0]
171.1,2022-08-08 03:06:00,1,0,0,False,[ 3 24  0]
171.1,2022-08-08 03:06:00,2,0,1,False,[67  2  0]
171.1,2022-08-08 03:06:00,3,0,0,False,[90 36  0]
171.1,2022-08-08 03:06:00,4,0,0,False,[72 23  0]
171.1,2022-08-08 03:06:00,5,0,0,False,[65 28  0]
171.1,2022-08-08 03:06:00,6,0,0,False,[93 40  0]
171.1,2022-08-08 03:06:00,7,0,0,False,[50 33  0]
171.1,2022-08-08 03:06:00,8,0,1,False,[48  0  0]
171.1,2022-08-08 03:06:00,9,0,0,False,[65  9  0]
171.1,2022-08-08 03:06:00,10,0,0,False,[81 18  0]
171.1,2022-08-08 03:06:00,11,0,0,False,[60 43  0]
171.1,2022-08-08 03:06:00,12,0,0,False,[94  8  0]
171.1,2022-08-08 03:06:00,13,0,0,False,[29 15  0]
171.1,2022-08-08 03:06:00,14,0,0,False,[22 10  0]
172.1,2022-08-08 04:06:00,0,0,0,False,[81 31  0]
172.1,2022-08-08 04:06:00,1,0,0,False,[ 2 23  0]
172.1,2022-08-08 04:06:00,2,0,1,False,[68  1  0]
172.1,2022-08-08 04:06:00,3,0,0,False,[89 37  0]
172.1,2022-08-08 04:06:00,4,0,0,False,[71 24  0]
172.1,2022-08-08 04:06:00,5,0,0,False,[64 27  0]
172.1,2022-08-08 04:06:00,6,0,0,False,[94 41  0]
172.1,2022-08-08 04:06:00,7,0,0,False,[51 34  0]
172.1,2022-08-08 04:06:00,8,0,1,False,[47  1  0]
172.1,2022-08-08 04:06:00,9,0,0,False,[64 10  0]
172.1,2022-08-08 04:06:00,10,0,0,False,[80 19  0]
172.1,2022-08-08 04:06:00,11,0,0,False,[59 44  0]
172.1,2022-08-08 04:06:00,12,0,0,False,[95  9  0]
172.1,2022-08-08 04:06:00,13,0,0,False,[30 14  0]
172.1,2022-08-08 04:06:00,14,0,0,False,[21 11  0]
173.1,2022-08-08 05:06:00,0,0,0,False,[80 30  0]
173.1,2022-08-08 05:06:00,1,0,0,False,[ 1 24  0]
173.1,2022-08-08 05:06:00,2,0,1,False,[67  0  0]
173.1,2022-08-08 05:06:00,3,0,0,False,[90 36  0]
173.1,2022-08-08 05:06:00,4,0,0,False,[70 23  0]
173.1,2022-08-08 05:06:00,5,0,0,False,[65 26  0]
173.1,2022-08-08 05:06:00,6,0,0,False,[95 40  0]
173.1,2022-08-08 05:06:00,7,0,0,False,[50 33  0]
173.1,2022-08-08 05:06:00,8,0,1,False,[46  0  0]
173.1,2022-08-08 05:06:00,9,0,0,False,[63  9  0]
173.1,2022-08-08 05:06:00,10,0,0,False,[81 20  0]
173.1,2022-08-08 05:06:00,11,0,0,False,[60 45  0]
173.1,2022-08-08 05:06:00,12,0,0,False,[96 10  0]
173.1,2022-08-08 05:06:00,13,0,0,False,[31 13  0]
173.1,2022-08-08 05:06:00,14,0,0,False,[22 10  0]
174.1,2022-08-08 06:06:00,0,0,0,False,[81 31  0]
174.1,2022-08-08 06:06:00,1,0,0,False,[ 0 23  0]
174.1,2022-08-08 06:06:00,2,0,1,False,[66  0  0]
174.1,2022-08-08 06:06:00,3,0,0,False,[91 37  0]
174.1,2022-08-08 06:06:00,4,0,0,False,[71 24  0]
174.1,2022-08-08 06:06:00,5,0,0,False,[64 25  0]
174.1,2022-08-08 06:06:00,6,0,0,False,[96 41  0]
174.1,2022-08-08 06:06:00,7,0,0,False,[51 32  0]
174.1,2022-08-08 06:06:00,8,0,1,False,[47  1  0]
174.1,2022-08-08 06:06:00,9,0,0,False,[62  8  0]
174.1,2022-08-08 06:06:00,10,0,0,False,[80 19  0]
174.1,2022-08-08 06:06:00,11,0,0,False,[59 46  0]
174.1,2022-08-08 06:06:00,12,0,0,False,[97  9  0]
174.1,2022-08-08 06:06:00,13,0,0,False,[32 14  0]
174.1,2022-08-08 06:06:00,14,0,0,False,[21  9  0]
175.1,2022-08-08 07:06:00,0,0,0,False,[80 32  0]
175.1,2022-08-08 07:06:00,1,0,0,False,[ 1 24  0]
175.1,2022-08-08 07:06:00,2,0,1,False,[67  0  0]
175.1,2022-08-08 07:06:00,3,0,0,False,[90 38  0]
175.1,2022-08-08 07:06:00,4,0,0,False,[70 23  0]
175.1,2022-08-08 07:06:00,5,0,0,True,[63 24  0]
175.1,2022-08-08 07:06:00,6,0,0,False,[95 40  0]
175.1,2022-08-08 07:06:00,7,0,0,False,[50 33  0]
175.1,2022-08-08 07:06:00,8,0,1,False,[48  2  0]
175.1,2022-08-08 07:06:00,9,0,0,False,[63  9  0]
175.1,2022-08-08 07:06:00,10,0,0,False,[79 20  0]
175.1,2022-08-08 07:06:00,11,0,0,False,[60 47  0]
175.1,2022-08-08 07:06:00,12,0,0,True,[96  8  0]
175.1,2022-08-08 07:06:00,13,0,0,False,[33 15  0]
175.1,2022-08-08 07:06:00,14,0,0,False,[22 10  0]
176.1,2022-08-08 08:06:00,0,0,0,False,[79 31  0]
176.1,2022-08-08 08:06:00,1,0,0,False,[ 2 25  0]
176.1,2022-08-08 08:06:00,2,0,1,False,[66  0  0]
176.1,2022-08-08 08:06:00,3,0,0,False,[89 37  0]
176.1,2022-08-08 08:06:00,4,0,0,False,[71 22  0]
176.1,2022-08-08 08:06:00,5,0,0,True,[64 23  0]
176.1,2022-08-08 08:06:00,6,0,0,False,[96 39  0]
176.1,2022-08-08 08:06:00,7,0,0,False,[51 34  0]
176.1,2022-08-08 08:06:00,8,0,1,False,[49  3  0]
176.1,2022-08-08 08:06:00,9,0,0,False,[64 10  0]
176.1,2022-08-08 08:06:00,10,0,0,False,[78 19  0]
176.1,2022-08-08 08:06:00,11,0,0,False,[59 46  0]
176.1,2022-08-08 08:06:00,12,0,0,False,[97  7  0]
176.1,2022-08-08 08:06:00,13,0,0,False,[32 16  0]
176.1,2022-08-08 08:06:00,14,0,0,False,[21  9  0]
177.1,2022-08-08 09:06:00,0,0,0,False,[80 32  0]
177.1,2022-08-08 09:06:00,1,0,0,False,[ 3 26  0]
177.1,2022-08-08 09:06:00,2,0,1,False,[67  1  0]
177.1,2022-08-08 09:06:00,3,0,0,False,[88 38  0]
177.1,2022-08-08 09:06:00,4,0,0,False,[70 21  0]
177.1,2022-08-08 09:06:00,5,0,0,False,[65 24  0]
177.1,2022-08-08 09:06:00,6,0,0,False,[95 40  0]
177.1,2022-08-08 09:06:00,7,0,0,False,[52 35  0]
177.1,2022-08-08 09:06:00,8,0,1,False,[48  4  0]
177.1,2022-08-08 09:06:00,9,0,0,True,[63 11  0]
177.1,2022-08-08 09:06:00,10,0,0,False,[77 20  0]
177.1,2022-08-08 09:06:00,11,0,0,False,[58 45  0]
177.1,2022-08-08 09:06:00,12,0,0,False,[96  8  0]
177.1,2022-08-08 09:06:00,13,0,0,False,[31 17  0]
177.1,2022-08-08 09:06:00,14,0,0,False,[20  8  0]
178.1,2022-08-08 10:06:00,0,0,0,False,[81 33  0]
178.1,2022-08-08 10:06:00,1,0,0,False,[ 2 25  0]
178.1,2022-08-08 10:06:00,2,0,1,True,[66  2  0]
178.1,2022-08-08 10:06:00,3,0,0,False,[89 37  0]
178.1,2022-08-08 10:06:00,4,0,0,False,[71 20  0]
178.1,2022-08-08 10:06:00,5,0,0,False,[64 25  0]
178.1,2022-08-08 10:06:00,6,0,0,False,[96 39  0]
178.1,2022-08-08 10:06:00,7,0,0,True,[53 34  0]
178.1,2022-08-08 10:06:00,8,0,1,True,[49  3  0]
178.1,2022-08-08 10:06:00,9,0,0,False,[62 10  0]
178.1,2022-08-08 10:06:00,10,0,0,False,[78 21  0]
178.1,2022-08-08 10:06:00,11,0,0,True,[57 46  0]
178.1,2022-08-08 10:06:00,12,0,0,True,[97  7  0]
178.1,2022-08-08 10:06:00,13,0,0,True,[32 18  0]
178.1,2022-08-08 10:06:00,14,0,0,True,[19  7  0]
179.1,2022-08-08 11:06:00,0,0,0,False,[80 34  0]
179.1,2022-08-08 11:06:00,1,0,0,False,[ 3 24  0]
179.1,2022-08-08 11:06:00,2,0,1,True,[65  1  0]
179.1,2022-08-08 11:06:00,3,0,0,True,[88 36  0]
179.1,2022-08-08 11:06:00,4,0,0,False,[70 21  0]
179.1,2022-08-08 11:06:00,5,0,0,False,[63 26  0]
179.1,2022-08-08 11:06:00,6,0,0,True,[95 38  0]
179.1,2022-08-08 11:06:00,7,0,0,True,[54 35  0]
179.1,2022-08-08 11:06:00,8,0,1,True,[50  4  0]
179.1,2022-08-08 11:06:00,9,0,0,False,[61  9  0]
179.1,2022-08-08 11:06:00,10,0,0,False,[79 22  0]
179.1,2022-08-08 11:06:00,11,0,0,False,[58 47  0]
179.1,2022-08-08 11:06:00,12,0,0,False,[96  6  0]
179.1,2022-08-08 11:06:00,13,0,0,False,[31 19  0]
179.1,2022-08-08 11:06:00,14,0,0,True,[20  6  0]
180.1,2022-08-08 12:06:00,0,0,0,True,[81 35  0]
180.1,2022-08-08 12:06:00,1,0,0,False,[ 2 23  0]
180.1,2022-08-08 12:06:00,2,0,1,False,[66  2  0]
180.1,2022-08-08 12:06:00,3,0,0,True,[87 35  0]
180.1,2022-08-08 12:06:00,4,0,0,False,[69 22  0]
180.1,2022-08-08 12:06:00,5,0,0,True,[62 27  0]
180.1,2022-08-08 12:06:00,6,0,0,False,[94 37  0]
180.1,2022-08-08 12:06:00,7,0,0,False,[53 36  0]
180.1,2022-08-08 12:06:00,8,0,1,False,[49  5  0]
180.1,2022-08-08 12:06:00,9,0,0,True,[60 10  0]
180.1,2022-08-08 12:06:00,10,0,0,False,[78 21  0]
180.1,2022-08-08 12:06:00,11,0,0,True,[59 48  0]
180.1,2022-08-08 12:06:00,12,0,0,True,[97  5  0]
180.1,2022-08-08 12:06:00,13,0,0,False,[32 18  0]
180.1,2022-08-08 12:06:00,14,0,0,True,[21  7  0]
181.1,2022-08-08 13:06:00,0,0,0,True,[82 36  0]
181.1,2022-08-08 13:06:00,1,0,0,False,[ 3 24  0]
181.1,2022-08-08 13:06:00,2,0,1,False,[65  1  0]
181.1,2022-08-08 13:06:00,3,0,0,True,[88 36  0]
181.1,2022-08-08 13:06:00,4,0,0,True,[70 23  0]
181.1,2022-08-08 13:06:00,5,0,0,False,[61 26  0]
181.1,2022-08-08 13:06:00,6,0,0,False,[95 38  0]
181.1,2022-08-08 13:06:00,7,0,0,False,[52 35  0]
181.1,2022-08-08 13:06:00,8,0,1,False,[48  4  0]
181.1,2022-08-08 13:06:00,9,0,0,False,[61 11  0]
181.1,2022-08-08 13:06:00,10,0,0,True,[79 22  0]
181.1,2022-08-08 13:06:00,11,0,0,False,[58 47  0]
181.1,2022-08-08 13:06:00,12,0,0,False,[96  4  0]
181.1,2022-08-08 13:06:00,13,0,0,False,[33 17  0]
181.1,2022-08-08 13:06:00,14,0,0,False,[20  8  0]
182.1,2022-08-08 14:06:00,0,0,0,False,[83 35  0]
182.1,2022-08-08 14:06:00,1,0,0,False,[ 2 25  0]
182.1,2022-08-08 14:06:00,2,0,1,False,[66  2  0]
182.1,2022-08-08 14:06:00,3,0,0,False,[87 35  0]
182.1,2022-08-08 14:06:00,4,0,0,False,[69 24  0]
182.1,2022-08-08 14:06:00,5,0,0,False,[62 27  0]
182.1,2022-08-08 14:06:00,6,0,0,False,[96 39  0]
182.1,2022-08-08 14:06:00,7,0,0,False,[51 34  0]
182.1,2022-08-08 14:06:00,8,0,1,False,[49  3  0]
182.1,2022-08-08 14:06:00,9,0,0,False,[60 10  0]
182.1,2022-08-08 14:06:00,10,0,0,False,[78 23  0]
182.1,2022-08-08 14:06:00,11,0,0,False,[59 48  0]
182.1,2022-08-08 14:06:00,12,0,0,True,[95  3  0]
182.1,2022-08-08 14:06:00,13,0,0,False,[32 16  0]
182.1,2022-08-08 14:06:00,14,0,0,True,[21  9  0]
183.1,2022-08-08 15:06:00,0,0,0,True,[84 34  0]
183.1,2022-08-08 15:06:00,1,0,0,False,[ 3 24  0]
183.1,2022-08-08 15:06:00,2,0,1,False,[65  3  0]
183.1,2022-08-08 15:06:00,3,0,0,True,[86 34  0]
183.1,2022-08-08 15:06:00,4,0,0,False,[70 23  0]
183.1,2022-08-08 15:06:00,5,0,0,False,[63 26  0]
183.1,2022-08-08 15:06:00,6,0,0,False,[97 38  0]
183.1,2022-08-08 15:06:00,7,0,0,False,[50 35  0]
183.1,2022-08-08 15:06:00,8,0,1,False,[48  4  0]
183.1,2022-08-08 15:06:00,9,0,0,False,[59 11  0]
183.1,2022-08-08 15:06:00,10,0,0,True,[79 22  0]
183.1,2022-08-08 15:06:00,11,0,0,False,[58 49  0]
183.1,2022-08-08 15:06:00,12,0,0,True,[96  2  0]
183.1,2022-08-08 15:06:00,13,0,0,False,[31 17  0]
183.1,2022-08-08 15:06:00,14,0,0,False,[22  8  0]
184.1,2022-08-08 16:06:00,0,0,0,False,[83 35  0]
184.1,2022-08-08 16:06:00,1,0,0,False,[ 2 23  0]
184.1,2022-08-08 16:06:00,2,0,1,False,[66  2  0]
184.1,2022-08-08 16:06:00,3,0,0,False,[87 33  0]
184.1,2022-08-08 16:06:00,4,0,0,True,[71 22  0]
184.1,2022-08-08 16:06:00,5,0,0,False,[64 25  0]
184.1,2022-08-08 16:06:00,6,0,0,False,[96 39  0]
184.1,2022-08-08 16:06:00,7,0,0,False,[51 36  0]
184.1,2022-08-08 16:06:00,8,0,1,False,[47  3  0]
184.1,2022-08-08 16:06:00,9,0,0,False,[60 12  0]
184.1,2022-08-08 16:06:00,10,0,0,False,[78 23  0]
184.1,2022-08-08 16:06:00,11,0,0,False,[59 49  0]
184.1,2022-08-08 16:06:00,12,0,0,False,[97  3  0]
184.1,2022-08-08 16:06:00,13,0,0,False,[32 18  0]
184.1,2022-08-08 16:06:00,14,0,0,False,[23  9  0]
185.1,2022-08-08 17:06:00,0,0,0,False,[82 36  0]
185.1,2022-08-08 17:06:00,1,0,0,False,[ 3 24  0]
185.1,2022-08-08 17:06:00,2,0,1,False,[67  1  0]
185.1,2022-08-08 17:06:00,3,0,0,False,[88 32  0]
185.1,2022-08-08 17:06:00,4,0,0,False,[70 21  0]
185.1,2022-08-08 17:06:00,5,0,0,False,[65 26  0]
185.1,2022-08-08 17:06:00,6,0,0,False,[97 38  0]
185.1,2022-08-08 17:06:00,7,0,0,False,[50 37  0]
185.1,2022-08-08 17:06:00,8,0,1,False,[46  4  0]
185.1,2022-08-08 17:06:00,9,0,0,False,[61 13  0]
185.1,2022-08-08 17:06:00,10,0,0,False,[77 22  0]
185.1,2022-08-08 17:06:00,11,0,0,False,[58 49  0]
185.1,2022-08-08 17:06:00,12,0,0,False,[96  4  0]
185.1,2022-08-08 17:06:00,13,0,0,False,[31 17  0]
185.1,2022-08-08 17:06:00,14,0,0,False,[22 10  0]
186.1,2022-08-08 18:06:00,0,0,0,False,[83 35  0]
186.1,2022-08-08 18:06:00,1,0,0,False,[ 4 25  0]
186.1,2022-08-08 18:06:00,2,0,1,False,[68  2  0]
186.1,2022-08-08 18:06:00,3,0,0,False,[87 31  0]
186.1,2022-08-08 18:06:00,4,0,0,False,[71 20  0]
186.1,2022-08-08 18:06:00,5,0,0,False,[64 25  0]
186.1,2022-08-08 18:06:00,6,0,0,False,[98 37  0]
186.1,2022-08-08 18:06:00,7,0,0,False,[49 38  0]
186.1,2022-08-08 18:06:00,8,0,1,False,[45  3  0]
186.1,2022-08-08 18:06:00,9,0,0,False,[60 12  0]
186.1,2022-08-08 18:06:00,10,0,0,False,[78 23  0]
186.1,2022-08-08 18:06:00,11,0,0,False,[57 49  0]
186.1,2022-08-08 18:06:00,12,0,0,False,[97  5  0]
186.1,2022-08-08 18:06:00,13,0,0,False,[32 18  0]
186.1,2022-08-08 18:06:00,14,0,0,False,[21  9  0]
187.1,2022-08-08 19:06:00,0,0,0,False,[84 36  0]
187.1,2022-08-08 19:06:00,1,0,0,False,[ 5 24  0]
187.1,2022-08-08 19:06:00,2,0,1,False,[67  3  0]
187.1,2022-08-08 19:06:00,3,0,0,False,[86 32  0]
187.1,2022-08-08 19:06:00,4,0,0,False,[72 21  0]
187.1,2022-08-08 19:06:00,5,0,0,False,[63 26  0]
187.1,2022-08-08 19:06:00,6,0,0,False,[99 38  0]
187.1,2022-08-08 19:06:00,7,0,0,False,[50 37  0]
187.1,2022-08-08 19:06:00,8,0,1,False,[46  4  0]
187.1,2022-08-08 19:06:00,9,0,0,False,[61 13  0]
187.1,2022-08-08 19:06:00,10,0,0,False,[77 24  0]
187.1,2022-08-08 19:06:00,11,0,0,False,[56 48  0]
187.1,2022-08-08 19:06:00,12,0,0,False,[98  4  0]
187.1,2022-08-08 19:06:00,13,0,0,False,[31 19  0]
187.1,2022-08-08 19:06:00,14,0,0,False,[22  8  0]
188.1,2022-08-08 20:06:00,0,0,0,False,[83 35  0]
188.1,2022-08-08 20:06:00,1,0,0,False,[ 6 23  0]
188.1,2022-08-08 20:06:00,2,0,1,False,[68  4  0]
188.1,2022-08-08 20:06:00,3,0,0,False,[87 31  0]
188.1,2022-08-08 20:06:00,4,0,0,False,[73 20  0]
188.1,2022-08-08 20:06:00,5,0,0,False,[62 25  0]
188.1,2022-08-08 20:06:00,6,0,0,False,[98 39  0]
188.1,2022-08-08 20:06:00,7,0,0,False,[49 38  0]
188.1,2022-08-08 20:06:00,8,0,1,False,[45  3  0]
188.1,2022-08-08 20:06:00,9,0,0,False,[60 12  0]
188.1,2022-08-08 20:06:00,10,0,0,False,[76 25  0]
188.1,2022-08-08 20:06:00,11,0,0,False,[57 47  0]
188.1,2022-08-08 20:06:00,12,0,0,False,[99  5  0]
188.1,2022-08-08 20:06:00,13,0,0,False,[30 18  0]
188.1,2022-08-08 20:06:00,14,0,0,False,[21  9  0]
189.1,2022-08-08 21:06:00,0,0,0,False,[84 34  0]
189.1,2022-08-08 21:06:00,1,0,0,False,[ 7 24  0]
189.1,2022-08-08 21:06:00,2,0,1,False,[69  3  0]
189.1,2022-08-08 21:06:00,3,0,0,False,[88 32  0]
189.1,2022-08-08 21:06:00,4,0,0,False,[74 21  0]
189.1,2022-08-08 21:06:00,5,0,0,False,[63 26  0]
189.1,2022-08-08 21:06:00,6,0,0,False,[97 38  0]
189.1,2022-08-08 21:06:00,7,0,0,False,[48 37  0]
189.1,2022-08-08 21:06:00,8,0,1,False,[46  4  0]
189.1,2022-08-08 21:06:00,9,0,0,False,[61 13  0]
189.1,2022-08-08 21:06:00,10,0,0,False,[75 24  0]
189.1,2022-08-08 21:06:00,11,0,0,False,[58 46  0]
189.1,2022-08-08 21:06:00,12,0,0,False,[99  4  0]
189.1,2022-08-08 21:06:00,13,0,0,False,[29 19  0]
189.1,2022-08-08 21:06:00,14,0,0,False,[22 10  0]
190.1,2022-08-08 22:06:00,0,0,0,False,[83 35  0]
190.1,2022-08-08 22:06:00,1,0,0,False,[ 8 25  0]
190.1,2022-08-08 22:06:00,2,0,1,False,[68  2  0]
190.1,2022-08-08 22:06:00,3,0,0,False,[89 31  0]
190.1,2022-08-08 22:06:00,4,0,0,False,[75 20  0]
190.1,2022-08-08 22:06:00,5,0,0,False,[62 27  0]
190.1,2022-08-08 22:06:00,6,0,0,False,[96 37  0]
190.1,2022-08-08 22:06:00,7,0,0,False,[49 36  0]
190.1,2022-08-08 22:06:00,8,0,1,False,[47  3  0]
190.1,2022-08-08 22:06:00,9,0,0,False,[62 12  0]
190.1,2022-08-08 22:06:00,10,0,0,False,[74 25  0]
190.1,2022-08-08 22:06:00,11,0,0,False,[59 45  0]
190.1,2022-08-08 22:06:00,12,0,0,False,[99  3  0]
190.1,2022-08-08 22:06:00,13,0,0,False,[28 20  0]
190.1,2022-08-08 22:06:00,14,0,0,False,[23  9  0]
191.1,2022-08-08 23:06:00,0,0,0,False,[84 34  0]
191.1,2022-08-08 23:06:00,1,0,0,False,[ 7 24  0]
191.1,2022-08-08 23:06:00,2,0,1,False,[67  3  0]
191.1,2022-08-08 23:06:00,3,0,0,False,[88 30  0]
191.1,2022-08-08 23:06:00,4,0,0,False,[76 21  0]
191.1,2022-08-08 23:06:00,5,0,0,False,[61 28  0]
191.1,2022-08-08 23:06:00,6,0,0,False,[95 38  0]
191.1,2022-08-08 23:06:00,7,0,0,False,[50 35  0]
191.1,2022-08-08 23:06:00,8,0,1,False,[46  4  0]
191.1,2022-08-08 23:06:00,9,0,0,False,[61 11  0]
191.1,2022-08-08 23:06:00,10,0,0,False,[75 24  0]
191.1,2022-08-08 23:06:00,11,0,0,False,[60 46  0]
191.1,2022-08-08 23:06:00,12,0,0,False,[98  2  0]
191.1,2022-08-08 23:06:00,13,0,0,False,[29 19  0]
191.1,2022-08-08 23:06:00,14,0,0,False,[22  8  0]
192.1,2022-08-09 00:06:00,0,0,0,False,[85 33  0]
192.1,2022-08-09 00:06:00,1,0,0,False,[ 8 23  0]
192.1,2022-08-09 00:06:00,2,0,1,False,[68  4  0]
192.1,2022-08-09 00:06:00,3,0,0,False,[87 31  0]
192.1,2022-08-09 00:06:00,4,0,0,False,[75 20  0]
192.1,2022-08-09 00:06:00,5,0,0,False,[62 29  0]
192.1,2022-08-09 00:06:00,6,0,0,False,[96 37  0]
192.1,2022-08-09 00:06:00,7,0,0,False,[49 34  0]
192.1,2022-08-09 00:06:00,8,0,1,False,[45  3  0]
192.1,2022-08-09 00:06:00,9,0,0,False,[62 10  0]
192.1,2022-08-09 00:06:00,10,0,0,False,[76 23  0]
192.1,2022-08-09 00:06:00,11,0,0,False,[59 45  0]
192.1,2022-08-09 00:06:00,12,0,0,False,[97  1  0]
192.1,2022-08-09 00:06:00,13,0,0,False,[28 20  0]
192.1,2022-08-09 00:06:00,14,0,0,False,[23  7  0]
193.1,2022-08-09 01:06:00,0,0,0,False,[84 32  0]
193.1,2022-08-09 01:06:00,1,0,0,False,[ 7 22  0]
193.1,2022-08-09 01:06:00,2,0,1,False,[67  5  0]
193.1,2022-08-09 01:06:00,3,0,0,False,[86 30  0]
193.1,2022-08-09 01:06:00,4,0,0,False,[74 21  0]
193.1,2022-08-09 01:06:00,5,0,0,False,[61 28  0]
193.1,2022-08-09 01:06:00,6,0,0,False,[95 36  0]
193.1,2022-08-09 01:06:00,7,0,0,False,[48 35  0]
193.1,2022-08-09 01:06:00,8,0,1,False,[44  2  0]
193.1,2022-08-09 01:06:00,9,0,0,False,[63  9  0]
193.1,2022-08-09 01:06:00,10,0,0,False,[75 22  0]
193.1,2022-08-09 01:06:00,11,0,0,False,[60 46  0]
193.1,2022-08-09 01:06:00,12,0,0,False,[98  2  0]
193.1,2022-08-09 01:06:00,13,0,0,False,[29 21  0]
193.1,2022-08-09 01:06:00,14,0,0,False,[24  8  0]
194.1,2022-08-09 02:06:00,0,0,0,False,[85 31  0]
194.1,2022-08-09 02:06:00,1,0,0,False,[ 6 23  0]
194.1,2022-08-09 02:06:00,2,0,1,False,[66  4  0]
194.1,2022-08-09 02:06:00,3,0,0,False,[87 31  0]
194.1,2022-08-09 02:06:00,4,0,0,False,[75 20  0]
194.1,2022-08-09 02:06:00,5,0,0,False,[60 27  0]
194.1,2022-08-09 02:06:00,6,0,0,False,[94 37  0]
194.1,2022-08-09 02:06:00,7,0,0,False,[47 34  0]
194.1,2022-08-09 02:06:00,8,0,1,False,[43  3  0]
194.1,2022-08-09 02:06:00,9,0,0,False,[62  8  0]
194.1,2022-08-09 02:06:00,10,0,0,False,[76 23  0]
194.1,2022-08-09 02:06:00,11,0,0,False,[59 47  0]
194.1,2022-08-09 02:06:00,12,0,0,False,[99  1  0]
194.1,2022-08-09 02:06:00,13,0,0,False,[28 22  0]
194.1,2022-08-09 02:06:00,14,0,0,False,[23  9  0]
195.1,2022-08-09 03:06:00,0,0,0,False,[86 32  0]
195.1,2022-08-09 03:06:00,1,0,0,False,[ 7 22  0]
195.1,2022-08-09 03:06:00,2,0,1,False,[67  5  0]
195.1,2022-08-09 03:06:00,3,0,1,False,[86 32  0]
195.1,2022-08-09 03:06:00,4,0,0,False,[74 19  0]
195.1,2022-08-09 03:06:00,5,0,0,False,[59 26  0]
195.1,2022-08-09 03:06:00,6,0,0,False,[95 36  0]
195.1,2022-08-09 03:06:00,7,0,0,False,[46 35  0]
195.1,2022-08-09 03:06:00,8,0,1,False,[44  2  0]
195.1,2022-08-09 03:06:00,9,0,0,False,[61  9  0]
195.1,2022-08-09 03:06:00,10,0,0,False,[77 24  0]
195.1,2022-08-09 03:06:00,11,0,0,False,[60 46  0]
195.1,2022-08-09 03:06:00,12,0,0,False,[99  0  0]
195.1,2022-08-09 03:06:00,13,0,0,False,[27 23  0]
